matrix,build,arm,kernel,cflags,dtype,threads,lmul,runs,time_median_s,time_mean_s,time_std_s,time_min_s,time_max_s,time_iqr_s,time_rel_spread,gops_median,gops_mean,gops_std,gops_min,gops_max,speedup_vs_baseline,speedup_ci_lo,speedup_ci_hi,speedup_significant,speedup_vs_scalar_same_build,speedup_vs_1thread,parallel_efficiency,nnz_c,op_mean,op_max,op_var,cycles_median,instructions_median,ipc,stalls_backend_median,backend_stall_frac,perf_mux_min,cycles_per_nnz_c,march,cc_version,status
poisson3Da,gcv,omp,scalar_omp_f32,-fopenmp,f32,1,,10,0.402611830,0.403988953,0.001951659,0.401994529,0.407404849,0.003277211,0.0134,0.0585,0.0583,0.0003,0.0578,0.0586,0.9733,0.9652,0.9749,yes,0.9733,1.0000,1.0000,2957530,870.8508,3602,209590.8200,643992450,163151605,0.2533,525253046,0.8156,1.0000,217.7467,-march=rv64gcv -mabi=lp64d,16.1.0,ok
poisson3Da,gcv,omp,scalar_omp_f32,-fopenmp,f32,2,,10,0.424851613,0.425526762,0.001591405,0.424280671,0.429248138,0.001329576,0.0117,0.0554,0.0553,0.0002,0.0548,0.0555,0.9223,0.9186,0.9244,yes,0.9223,0.9477,0.4738,2957530,870.8508,3602,209590.8200,388291696,92991144,0.2395,316620438,0.8154,1.0000,131.2892,-march=rv64gcv -mabi=lp64d,16.1.0,ok
poisson3Da,gcv,omp,scalar_omp_f32,-fopenmp,f32,4,,10,0.419509984,0.420199884,0.001608043,0.418296013,0.422752449,0.003149537,0.0106,0.0561,0.0560,0.0002,0.0557,0.0563,0.9341,0.9278,0.9362,yes,0.9341,0.9597,0.2399,2957530,870.8508,3602,209590.8200,226787580,55518227,0.2448,183620567,0.8097,1.0000,76.6814,-march=rv64gcv -mabi=lp64d,16.1.0,ok
poisson3Da,gcv,omp,scalar_omp_f32,-fopenmp,f32,8,,10,0.419464081,0.419522213,0.000639395,0.418641308,0.420657271,0.000748473,0.0048,0.0561,0.0561,0.0001,0.0560,0.0562,0.9342,0.9329,0.9361,yes,0.9342,0.9598,0.1200,2957530,870.8508,3602,209590.8200,165291546,40580928,0.2455,134011992,0.8108,1.0000,55.8884,-march=rv64gcv -mabi=lp64d,16.1.0,ok
roadNet-CA,gcv,intrinsic,rvv_f32_m1,-,f32,1,1,10,0.800015633,0.804480283,0.011556338,0.797249607,0.837060063,0.003228476,0.0498,0.0439,0.0436,0.0006,0.0419,0.0440,0.8112,0.8052,0.8148,yes,0.8112,1.0000,1.0000,12908450,8.8893,45,14.0999,1279408164,318018247,0.2486,1040880306,0.8136,1.0000,99.1140,-march=rv64gcv -mabi=lp64d,16.1.0,ok
roadNet-CA,gcv,intrinsic,rvv_f32_m2,-,f32,1,2,10,0.894410533,0.894312934,0.001729532,0.892142666,0.897539265,0.003031821,0.0060,0.0392,0.0392,0.0001,0.0390,0.0393,0.7256,0.7237,0.7291,yes,0.7256,1.0000,1.0000,12908450,8.8893,45,14.0999,1430245560,318185208,0.2225,1184270085,0.8280,1.0000,110.7992,-march=rv64gcv -mabi=lp64d,16.1.0,ok
roadNet-CA,gcv,intrinsic,rvv_f32_m4,-,f32,1,4,10,1.063944151,1.063802121,0.001282655,1.061674346,1.065326715,0.002188247,0.0034,0.0330,0.0330,0.0001,0.0329,0.0330,0.6100,0.6084,0.6128,yes,0.6100,1.0000,1.0000,12908450,8.8893,45,14.0999,1701602161,318449508,0.1871,1453744534,0.8543,1.0000,131.8208,-march=rv64gcv -mabi=lp64d,16.1.0,ok
roadNet-CA,gcv,autovec,scalar_f32,-,f32,1,,10,0.648998575,0.649295441,0.002299736,0.645627294,0.652747043,0.003961392,0.0110,0.0540,0.0540,0.0002,0.0537,0.0543,1.0000,1.0000,1.0000,,1.0000,1.0000,1.0000,12908450,8.8893,45,14.0999,1037899470,460213386,0.4434,706304860,0.6805,1.0000,80.4047,-march=rv64gcv -mabi=lp64d,16.1.0,ok
roadNet-CA,gcv,baseline,scalar_f32,-fno-tree-vectorize -fno-tree-slp-vectorize,f32,1,,10,0.649223936,0.649803936,0.001489433,0.647482518,0.651775349,0.002723382,0.0066,0.0539,0.0539,0.0001,0.0538,0.0541,0.9997,0.9954,1.0037,no,0.9997,1.0000,1.0000,12908450,8.8893,45,14.0999,1038112256,460218641,0.4433,707065810,0.6811,1.0000,80.4211,-march=rv64gcv -mabi=lp64d,16.1.0,ok
roadNet-CA,gcv,omp,scalar_omp_f32,-fopenmp,f32,1,,10,0.669319737,0.669348722,0.001160491,0.667460054,0.671319868,0.001650194,0.0058,0.0524,0.0524,0.0001,0.0522,0.0525,0.9696,0.9669,0.9740,yes,0.9696,1.0000,1.0000,12908450,8.8893,45,14.0999,1070445490,460247033,0.4300,733724116,0.6854,1.0000,82.9260,-march=rv64gcv -mabi=lp64d,16.1.0,ok
roadNet-CA,gcv,omp,scalar_omp_f32,-fopenmp,f32,2,,10,0.706019230,0.711411059,0.011642645,0.702849353,0.735618848,0.004292665,0.0464,0.0496,0.0493,0.0008,0.0476,0.0499,0.9192,0.9010,0.9235,yes,0.9192,0.9480,0.4740,12908450,8.8893,45,14.0999,550950884,235783726,0.4280,371903564,0.6750,1.0000,42.6814,-march=rv64gcv -mabi=lp64d,16.1.0,ok
roadNet-CA,gcv,omp,scalar_omp_f32,-fopenmp,f32,4,,10,0.710337914,0.710565634,0.001757197,0.708077172,0.714216729,0.002677176,0.0086,0.0493,0.0493,0.0001,0.0491,0.0495,0.9136,0.9109,0.9177,yes,0.9136,0.9423,0.2356,12908450,8.8893,45,14.0999,287318596,122589508,0.4267,194087374,0.6755,1.0000,22.2582,-march=rv64gcv -mabi=lp64d,16.1.0,ok
roadNet-CA,gcv,omp,scalar_omp_f32,-fopenmp,f32,8,,10,0.714677659,0.715277866,0.001667350,0.713323031,0.718860872,0.002800877,0.0077,0.0490,0.0490,0.0001,0.0488,0.0491,0.9081,0.9049,0.9121,yes,0.9081,0.9365,0.1171,12908450,8.8893,45,14.0999,160385403,68288938,0.4258,110009174,0.6859,1.0000,12.4248,-march=rv64gcv -mabi=lp64d,16.1.0,ok
scircuit,gcv,intrinsic,rvv_f32_m1,-,f32,1,1,10,0.206083450,0.206503368,0.001162209,0.205693591,0.209837673,0.000805293,0.0201,0.0842,0.0840,0.0005,0.0827,0.0844,0.9702,0.9671,0.9735,yes,0.9702,1.0000,1.0000,5222525,50.7393,3368,4753.9209,329652811,84362035,0.2559,269596960,0.8178,1.0000,63.1213,-march=rv64gcv -mabi=lp64d,16.1.0,ok
scircuit,gcv,intrinsic,rvv_f32_m2,-,f32,1,2,10,0.214673043,0.214887648,0.000977004,0.214080688,0.217612164,0.000811908,0.0165,0.0808,0.0807,0.0004,0.0797,0.0811,0.9314,0.9293,0.9352,yes,0.9314,1.0000,1.0000,5222525,50.7393,3368,4753.9209,343202122,79684188,0.2322,286274960,0.8341,1.0000,65.7157,-march=rv64gcv -mabi=lp64d,16.1.0,ok
scircuit,gcv,intrinsic,rvv_f32_m4,-,f32,1,4,10,0.242430354,0.242728728,0.001121893,0.242147600,0.246074624,0.000196029,0.0162,0.0716,0.0715,0.0003,0.0705,0.0717,0.8247,0.8237,0.8275,yes,0.8247,1.0000,1.0000,5222525,50.7393,3368,4753.9209,387815928,77999278,0.2011,332218204,0.8566,1.0000,74.2583,-march=rv64gcv -mabi=lp64d,16.1.0,ok
scircuit,gcv,autovec,scalar_f32,-,f32,1,,10,0.199941917,0.200164774,0.000548779,0.199572463,0.201374395,0.000866138,0.0090,0.0868,0.0867,0.0002,0.0862,0.0869,1.0000,1.0000,1.0000,,1.0000,1.0000,1.0000,5222525,50.7393,3368,4753.9209,319968480,163961482,0.5124,204554819,0.6393,1.0000,61.2670,-march=rv64gcv -mabi=lp64d,16.1.0,ok
scircuit,gcv,baseline,scalar_f32,-fno-tree-vectorize -fno-tree-slp-vectorize,f32,1,,10,0.199869672,0.200439593,0.001236343,0.199524316,0.202908213,0.000774693,0.0169,0.0869,0.0866,0.0005,0.0855,0.0870,1.0004,0.9940,1.0040,no,1.0004,1.0000,1.0000,5222525,50.7393,3368,4753.9209,319721322,163977433,0.5129,204454836,0.6395,1.0000,61.2197,-march=rv64gcv -mabi=lp64d,16.1.0,ok
scircuit,gcv,omp,scalar_omp_f32,-fopenmp,f32,1,,10,0.209812541,0.210096698,0.000907495,0.209336564,0.212690460,0.000529699,0.0160,0.0827,0.0826,0.0003,0.0816,0.0829,0.9530,0.9510,0.9560,yes,0.9530,1.0000,1.0000,5222525,50.7393,3368,4753.9209,335630222,163992892,0.4886,219061897,0.6527,1.0000,64.2659,-march=rv64gcv -mabi=lp64d,16.1.0,ok
scircuit,gcv,omp,scalar_omp_f32,-fopenmp,f32,2,,10,0.217016482,0.217454743,0.001200329,0.216756499,0.220980817,0.000546861,0.0195,0.0800,0.0798,0.0004,0.0785,0.0801,0.9213,0.9191,0.9244,yes,0.9213,0.9668,0.4834,5222525,50.7393,3368,4753.9209,188778703,94308394,0.4996,119613475,0.6336,1.0000,36.1470,-march=rv64gcv -mabi=lp64d,16.1.0,ok
scircuit,gcv,omp,scalar_omp_f32,-fopenmp,f32,4,,10,0.219417569,0.224834615,0.010515954,0.216411551,0.251671732,0.012292626,0.1607,0.0791,0.0773,0.0034,0.0689,0.0802,0.9112,0.8693,0.9220,yes,0.9112,0.9562,0.2391,5222525,50.7393,3368,4753.9209,100597484,51519624,0.5121,61941626,0.6157,1.0000,19.2622,-march=rv64gcv -mabi=lp64d,16.1.0,ok
scircuit,gcv,omp,scalar_omp_f32,-fopenmp,f32,8,,10,0.218017920,0.218587855,0.001351154,0.217659106,0.221376369,0.000423009,0.0171,0.0796,0.0794,0.0005,0.0784,0.0797,0.9171,0.9118,0.9204,yes,0.9171,0.9624,0.1203,5222525,50.7393,3368,4753.9209,48471951,25768807,0.5316,29352741,0.6056,1.0000,9.2813,-march=rv64gcv -mabi=lp64d,16.1.0,ok
web-Google,gcv,intrinsic,rvv_f32_m1,-,f32,1,1,10,11.558745782,11.602825359,0.092084483,11.552149709,11.814058305,0.003787486,0.0227,0.0105,0.0105,0.0001,0.0103,0.0105,0.9156,0.9078,0.9158,yes,0.9156,1.0000,1.0000,29710164,66.2222,4334,11104.3421,18485065764,515101711,0.0279,17879557517,0.9672,1.0000,622.1799,-march=rv64gcv -mabi=lp64d,16.1.0,ok
web-Google,gcv,intrinsic,rvv_f32_m2,-,f32,1,2,10,11.967379020,12.002056669,0.079662114,11.964042675,12.226229794,0.008338136,0.0219,0.0101,0.0101,0.0001,0.0099,0.0101,0.8843,0.8809,0.8845,yes,0.8843,1.0000,1.0000,29710164,66.2222,4334,11104.3421,19138787792,466286372,0.0244,18578781447,0.9707,1.0000,644.1832,-march=rv64gcv -mabi=lp64d,16.1.0,ok
web-Google,gcv,intrinsic,rvv_f32_m4,-,f32,1,4,10,12.967810520,12.993919526,0.077811754,12.960750205,13.227126413,0.005017122,0.0205,0.0094,0.0094,0.0001,0.0092,0.0094,0.8161,0.8157,0.8162,yes,0.8161,1.0000,1.0000,29710164,66.2222,4334,11104.3421,20739062816,448619921,0.0216,20185034182,0.9733,1.0000,698.0461,-march=rv64gcv -mabi=lp64d,16.1.0,ok
web-Google,gcv,autovec,scalar_f32,-,f32,1,,10,10.582617543,10.602773319,0.062392067,10.578266257,10.789853969,0.003247685,0.0200,0.0115,0.0115,0.0001,0.0112,0.0115,1.0000,1.0000,1.0000,,1.0000,1.0000,1.0000,29710164,66.2222,4334,11104.3421,16924225768,1065607549,0.0630,15936731432,0.9417,1.0000,569.6443,-march=rv64gcv -mabi=lp64d,16.1.0,ok
web-Google,gcv,baseline,scalar_f32,-fno-tree-vectorize -fno-tree-slp-vectorize,f32,1,,10,10.601674050,10.630029191,0.077915098,10.593507029,10.860924467,0.011566113,0.0252,0.0115,0.0114,0.0001,0.0112,0.0115,0.9982,0.9965,0.9987,yes,0.9982,1.0000,1.0000,29710164,66.2222,4334,11104.3421,16954662718,1066221941,0.0629,15959308142,0.9413,1.0000,570.6688,-march=rv64gcv -mabi=lp64d,16.1.0,ok
web-Google,gcv,omp,scalar_omp_f32,-fopenmp,f32,1,,10,10.949001092,10.972481394,0.060227001,10.945184233,11.150049216,0.006897513,0.0187,0.0111,0.0111,0.0001,0.0109,0.0111,0.9665,0.9649,0.9668,yes,0.9665,1.0000,1.0000,29710164,66.2222,4334,11104.3421,17510542752,1067134207,0.0609,16530810566,0.9440,1.0000,589.3789,-march=rv64gcv -mabi=lp64d,16.1.0,ok
web-Google,gcv,omp,scalar_omp_f32,-fopenmp,f32,2,,10,11.392099766,11.420255773,0.082618655,11.382216055,11.666967809,0.017018918,0.0250,0.0107,0.0106,0.0001,0.0104,0.0107,0.9289,0.9279,0.9295,yes,0.9289,0.9611,0.4806,29710164,66.2222,4334,11104.3421,9101102914,547842768,0.0602,8475805516,0.9313,1.0000,306.3296,-march=rv64gcv -mabi=lp64d,16.1.0,ok
web-Google,gcv,omp,scalar_omp_f32,-fopenmp,f32,4,,10,11.367682635,11.380110382,0.038186172,11.360521285,11.493439863,0.014194044,0.0117,0.0107,0.0107,0.0000,0.0106,0.0107,0.9309,0.9302,0.9314,yes,0.9309,0.9632,0.2408,29710164,66.2222,4334,11104.3421,4566485125,276767350,0.0606,4250321808,0.9308,1.0000,153.7011,-march=rv64gcv -mabi=lp64d,16.1.0,ok
web-Google,gcv,omp,scalar_omp_f32,-fopenmp,f32,8,,10,11.302434276,11.356201560,0.109337219,11.298026910,11.583246845,0.003531584,0.0252,0.0107,0.0107,0.0001,0.0105,0.0107,0.9363,0.9256,0.9365,yes,0.9363,0.9687,0.1211,29710164,66.2222,4334,11104.3421,2284666106,142553892,0.0624,2121329164,0.9285,1.0000,76.8985,-march=rv64gcv -mabi=lp64d,16.1.0,ok
webbase-1M,gcv,intrinsic,rvv_f32_m1,-,f32,1,1,10,1.073910295,1.073749321,0.000913047,1.072501877,1.075459912,0.001656903,0.0028,0.1295,0.1295,0.0001,0.1293,0.1296,1.0215,1.0187,1.0228,yes,1.0215,1.0000,1.0000,51111996,69.5238,116179,223582.1660,1717268138,677046395,0.3943,1281866761,0.7465,1.0000,33.5981,-march=rv64gcv -mabi=lp64d,16.1.0,ok
webbase-1M,gcv,intrinsic,rvv_f32_m2,-,f32,1,2,10,1.077003010,1.086718285,0.028331134,1.075707480,1.171635229,0.002554018,0.0891,0.1291,0.1280,0.0031,0.1187,0.1293,1.0185,1.0152,1.0195,yes,1.0185,1.0000,1.0000,51111996,69.5238,116179,223582.1660,1722464824,621132932,0.3606,1323174921,0.7682,1.0000,33.6998,-march=rv64gcv -mabi=lp64d,16.1.0,ok
webbase-1M,gcv,intrinsic,rvv_f32_m4,-,f32,1,4,10,1.200649339,1.200447755,0.001601590,1.197848607,1.203313038,0.002238245,0.0046,0.1158,0.1158,0.0002,0.1156,0.1161,0.9136,0.9111,0.9150,yes,0.9136,1.0000,1.0000,51111996,69.5238,116179,223582.1660,1920420296,595782052,0.3102,1534995954,0.7993,1.0000,37.5728,-march=rv64gcv -mabi=lp64d,16.1.0,ok
webbase-1M,gcv,autovec,scalar_f32,-,f32,1,,10,1.096956651,1.101530437,0.017017986,1.093066338,1.152330069,0.003551583,0.0540,0.1268,0.1263,0.0019,0.1207,0.1272,1.0000,1.0000,1.0000,,1.0000,1.0000,1.0000,51111996,69.5238,116179,223582.1660,1754457230,1308986738,0.7461,874516498,0.4985,1.0000,34.3257,-march=rv64gcv -mabi=lp64d,16.1.0,ok
webbase-1M,gcv,baseline,scalar_f32,-fno-tree-vectorize -fno-tree-slp-vectorize,f32,1,,10,1.094995309,1.100119403,0.018319521,1.091166158,1.154810466,0.004168672,0.0581,0.1270,0.1264,0.0020,0.1204,0.1274,1.0018,0.9990,1.0045,no,1.0018,1.0000,1.0000,51111996,69.5238,116179,223582.1660,1751364098,1308992194,0.7474,872038041,0.4979,1.0000,34.2652,-march=rv64gcv -mabi=lp64d,16.1.0,ok
webbase-1M,gcv,omp,scalar_omp_f32,-fopenmp,f32,1,,10,1.208630309,1.213465146,0.012509223,1.205818182,1.247707058,0.003821817,0.0347,0.1150,0.1146,0.0012,0.1114,0.1153,0.9076,0.9025,0.9098,yes,0.9076,1.0000,1.0000,51111996,69.5238,116179,223582.1660,1933193849,1308746305,0.6770,1043776094,0.5399,1.0000,37.8227,-march=rv64gcv -mabi=lp64d,16.1.0,ok
webbase-1M,gcv,omp,scalar_omp_f32,-fopenmp,f32,2,,10,1.228517601,1.228398003,0.001325373,1.226275440,1.230023012,0.002549601,0.0031,0.1132,0.1132,0.0001,0.1130,0.1134,0.8929,0.8904,0.8942,yes,0.8929,0.9838,0.4919,51111996,69.5238,116179,223582.1660,1566374245,1027818464,0.6562,866298228,0.5531,1.0000,30.6459,-march=rv64gcv -mabi=lp64d,16.1.0,ok
webbase-1M,gcv,omp,scalar_omp_f32,-fopenmp,f32,4,,10,1.251590559,1.255687090,0.014958497,1.247748889,1.300351303,0.002537310,0.0420,0.1111,0.1107,0.0013,0.1069,0.1114,0.8765,0.8741,0.8779,yes,0.8765,0.9657,0.2414,51111996,69.5238,116179,223582.1660,719100928,343412870,0.4776,472706741,0.6574,1.0000,14.0691,-march=rv64gcv -mabi=lp64d,16.1.0,ok
webbase-1M,gcv,omp,scalar_omp_f32,-fopenmp,f32,8,,10,1.248005561,1.248174251,0.001736686,1.244999300,1.250514435,0.003034948,0.0044,0.1114,0.1114,0.0002,0.1112,0.1117,0.8790,0.8764,0.8799,yes,0.8790,0.9684,0.1211,51111996,69.5238,116179,223582.1660,590251606,282586636,0.4788,386064114,0.6541,1.0000,11.5482,-march=rv64gcv -mabi=lp64d,16.1.0,ok
wiki-Vote,gcv,intrinsic,rvv_f32_m1,-,f32,1,1,10,0.086528882,0.086583358,0.000280944,0.086237483,0.087271256,0.000353353,0.0119,0.1050,0.1049,0.0003,0.1041,0.1054,1.0156,1.0123,1.0183,yes,1.0156,1.0000,1.0000,1831112,547.5238,31666,2861343.3971,138483970,26442600,0.1909,119800790,0.8651,1.0000,75.6283,-march=rv64gcv -mabi=lp64d,16.1.0,ok
wiki-Vote,gcv,intrinsic,rvv_f32_m2,-,f32,1,2,10,0.084256224,0.084287772,0.000202431,0.084038362,0.084718197,0.000374685,0.0081,0.1079,0.1078,0.0003,0.1072,0.1081,1.0430,1.0396,1.0455,yes,1.0430,1.0000,1.0000,1831112,547.5238,31666,2861343.3971,134869562,22525320,0.1670,118745300,0.8804,1.0000,73.6545,-march=rv64gcv -mabi=lp64d,16.1.0,ok
wiki-Vote,gcv,intrinsic,rvv_f32_m4,-,f32,1,4,10,0.083658800,0.084015038,0.001095483,0.083377401,0.087262423,0.000291943,0.0464,0.1086,0.1081,0.0014,0.1041,0.1090,1.0504,1.0469,1.0527,yes,1.0504,1.0000,1.0000,1831112,547.5238,31666,2861343.3971,133866294,20594412,0.1538,119290130,0.8911,1.0000,73.1066,-march=rv64gcv -mabi=lp64d,16.1.0,ok
wiki-Vote,gcv,autovec,scalar_f32,-,f32,1,,10,0.087877491,0.088304799,0.001387932,0.087650484,0.092447203,0.000287858,0.0546,0.1034,0.1029,0.0016,0.0983,0.1037,1.0000,1.0000,1.0000,,1.0000,1.0000,1.0000,1831112,547.5238,31666,2861343.3971,140592436,68344669,0.4861,92063792,0.6548,1.0000,76.7798,-march=rv64gcv -mabi=lp64d,16.1.0,ok
wiki-Vote,gcv,baseline,scalar_f32,-fno-tree-vectorize -fno-tree-slp-vectorize,f32,1,,10,0.087966882,0.089925279,0.005914400,0.087709313,0.107662309,0.000241819,0.2268,0.1033,0.1014,0.0057,0.0844,0.1036,0.9990,0.9963,1.0011,no,0.9990,1.0000,1.0000,1831112,547.5238,31666,2861343.3971,140777862,68352334,0.4855,92239679,0.6552,1.0000,76.8811,-march=rv64gcv -mabi=lp64d,16.1.0,ok
wiki-Vote,gcv,omp,scalar_omp_f32,-fopenmp,f32,1,,10,0.093188326,0.095141769,0.003248654,0.092715228,0.100433400,0.007053294,0.0828,0.0975,0.0956,0.0032,0.0905,0.0980,0.9430,0.8798,0.9471,yes,0.9430,1.0000,1.0000,1831112,547.5238,31666,2861343.3971,148990531,68369358,0.4589,101265124,0.6797,1.0000,81.3661,-march=rv64gcv -mabi=lp64d,16.1.0,ok
wiki-Vote,gcv,omp,scalar_omp_f32,-fopenmp,f32,2,,10,0.095920623,0.096260041,0.001327573,0.095456151,0.100179624,0.000367728,0.0492,0.0947,0.0944,0.0013,0.0907,0.0952,0.9161,0.9141,0.9196,yes,0.9161,0.9715,0.4858,1831112,547.5238,31666,2861343.3971,115590476,51017436,0.4414,79447293,0.6873,1.0000,63.1258,-march=rv64gcv -mabi=lp64d,16.1.0,ok
wiki-Vote,gcv,omp,scalar_omp_f32,-fopenmp,f32,4,,10,0.096885316,0.096909444,0.000203530,0.096683162,0.097323541,0.000336106,0.0066,0.0938,0.0938,0.0002,0.0934,0.0940,0.9070,0.9042,0.9094,yes,0.9070,0.9618,0.2405,1831112,547.5238,31666,2861343.3971,63480522,27078154,0.4266,43513542,0.6855,1.0000,34.6677,-march=rv64gcv -mabi=lp64d,16.1.0,ok
wiki-Vote,gcv,omp,scalar_omp_f32,-fopenmp,f32,8,,10,0.097105658,0.097482377,0.001229197,0.096630582,0.101101235,0.000389686,0.0460,0.0935,0.0932,0.0011,0.0899,0.0940,0.9050,0.9019,0.9070,yes,0.9050,0.9597,0.1200,1831112,547.5238,31666,2861343.3971,35167894,14850320,0.4223,23949557,0.6810,1.0000,19.2058,-march=rv64gcv -mabi=lp64d,16.1.0,ok
